"ParticipantID" "PreviousID" "DateStarted" "DateFinished" "TotalTimeTaken" "IPAddress" "Referer" "QuestionOrder" "SectionOrder" "SectionOrderNames" "PREVIOUSPARTICIPATION" "Didyouparticipateinthisstudybefore" "PROLIFICID" "PleaseenteryourProlificIDhere" "DEMOGRAPHICS" "Whatisyourgender" "Whatisyourage" "Whatistheethnicgroundyouconsideryourselftobepartof" "Whatisthecountryofyourorigin" "Whatisyourcountryofresidence" "Whichofthefollowingcategoriesbestdescribesyourprimaryar" "pleasespecifyhere_D" "PROFESSIONALSTANDING" "Whichofthefollowingbestdescribesyourcurrentprofessional" "pleasespecifyhere_C" "HowlonghaveyoubeeninyourcurrentprofessionalåÊrole" "years" "months" "Theorganisationyouworkforisinwhichofthefollowing" "pleasespecifyhere_B" "Whatisthesizeofyourorganisation" "Pleaseindicatethetypeoforganisationforwhichyouareemplo" "pleasespecifyhere_A" "CarAccess" "OwnOffice" "Budget" "Employee" "AnnSalary" "SalSat" "PromFreq" "PromSat" "CareerSa" "Whatisthehighestdegreeorlevelofschoolyouhavecompleted" "pleasespecifyhere" "ALevelsWhichgradesdidyougetChooseåÊfromasmanydropdo" "ALevelsGrade1" "ALevelsGrade2" "ALevelsGrade3" "ALevelsGrade4" "AlevelsGrade5" "ALevelsWhichyeardidyoureceiveitin" "BachelorWhichgradedidyouget" "BachelorWhichyeardidyoureceiveitin" "MasterWhichgradedidyouget" "MasterWhichyeardidyoureceiveitin" "ProfessionaldegreeWhichgradedidyouget" "ProfessionaldegreeWhichyeardidyougetitin" "PERSONALITY1" "ThistestmeasuresdifferentpersonalitycharacteristicsÛÒtha" "ppi_r_40_01" "ppi_r_40_02" "ppi_r_40_03" "ppi_r_40_04" "ppi_r_40_05" "ppi_r_40_06" "ppi_r_40_07" "ppi_r_40_08" "ppi_r_40_09" "ppi_r_40_10" "ppi_r_40_11" "ppi_r_40_12" "ppi_r_40_13" "ppi_r_40_14" "ppi_r_40_15" "ppi_r_40_16" "ppi_r_40_17" "ppi_r_40_18" "ppi_r_40_19" "ppi_r_40_20" "ppi_r_40_21" "ppi_r_40_22" "ppi_r_40_23" "ppi_r_40_24" "ppi_r_40_25" "ppi_r_40_26" "ppi_r_40_27" "ppi_r_40_28" "ppi_r_40_29" "ppi_r_40_30" "ppi_r_40_31" "ppi_r_40_32" "ppi_r_40_33" "ppi_r_40_34" "ppi_r_40_35" "ppi_r_40_36" "ppi_r_40_37" "ppi_r_40_38" "ppi_r_40_39" "ppi_r_40_40" "PERSONALITY2" "Hereareanumberofpersonalitytraitsthatmayormaynotappl" "bf_01" "bf_02" "bf_03" "bf_04" "bf_05" "bf_06" "bf_07" "bf_08" "bf_09" "bf_10" "PERSONALITY3" "Pleasestatehowmuchyouagreewiththefollowingstatements" "im_01" "im_02" "im_03" "im_04" "im_05" "im_06" "im_07" "im_08" "ALevelsGrade1_rec" "ALevelsGrade2_rec" "ALevelsGrade3_rec" "ALevelsGrade4_rec" "ALevelsGrade5_rec" "Professional_Bachelor_rec" "Professional_Master_rec" "Professional_profdegree_rec" "Academic_ALevels_mean" "Professional_highestdegree_rec" "PPI_R_40_B" "PPI_R_40_Ca" "PPI_R_40_Co" "PPI_R_40_F" "PPI_R_40_M" "PPI_R_40_R" "PPI_R_40_So" "PPI_R_40_St" "PPI_R_40_SUM" "PPIR40FD" "PPIR40SC" "IM" "bf_Ex" "bf_Ag" "bf_Co" "bf_Em" "bf_Op" "ProfStd" "AnnSalL" "ppi_r_40_02r" "ppi_r_40_06r" "ppi_r_40_07r" "ppi_r_40_14r" "ppi_r_40_17r" "ppi_r_40_18r" "ppi_r_40_22r" "ppi_r_40_23r" "ppi_r_40_24r" "ppi_r_40_25r" "ppi_r_40_26r" "ppi_r_40_27r" "ppi_r_40_29r" "ppi_r_40_30r" "ppi_r_40_32r" "ppi_r_40_36r" "ppi_r_40_39r" "bf_02r" "bf_04r" "bf_06r" "bf_08r" "bf_10r" "EmployeeLevel" "PositionType" "filter_." "PositionType2" "SubjectiveSuccess" "PositionType3" "PositionType4" "ProfCat" "MonthsInJob" "ObjectiveSuccess" "Satisfaction" "CareerSa_z" "PromSat_z" "SalSat_z" "SatisfactionZ"
1592321 "--" "22nd Oct 2015 12:17 pm" "22nd Oct 2015 12:33 pm" "16 minutes, 23 seconds" "157.203.176.132" "https://www.prolific.ac/submissions/5628c574c8ffc20005512ec6" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "561bd276811d22000bf31577" "Section Start" 1 24 "British" 222 222 6 " " "Section Start" 3 NA "--" 1 NA 2 " " 6 1 " " 1 1 3 1 2 3 8 5 3 4 " " "MATRIX START" 2 2 2 NA NA "2009" 1 "2012" 5 "n/a" 4 "n/a" "Section Start" "MATRIX START" 4 1 2 3 1 1 4 4 3 4 1 2 2 4 4 1 4 3 1 3 1 2 4 4 3 4 2 3 2 3 2 4 1 2 4 1 2 4 4 3 "Section Start" "MATRIX START" 4 3 4 4 6 4 5 4 5 2 "Section Start" "MATRIX START" 5 5 4 2 2 3 6 6 2 2 2 NA NA 1 NA NA 2 5 9 10 5 10 9 16 16 17 95 43 28 39 8 10 8 9 12 6 30000 4 4 1 1 1 2 3 1 1 2 1 3 3 2 1 4 1 5 4 4 4 6 3 1 1 1 13 1 1 8 NA 16 11 -2.57403189066059 0.0787037037037033 -2.35535307517084 -4.85068126212773
1591591 "--" "21st Oct 2015 3:06 pm" "21st Oct 2015 3:12 pm" "5 minutes, 40 seconds" "2.30.124.68" "https://www.prolific.ac/submissions/56279c2cddff3c000dbcdbb9" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "54b054b9fdf99b1492ab6837" "Section Start" 1 39 "British" 222 222 6 " " "Section Start" 2 NA "--" 15 3 2 " " 2 5 " " 1 1 3 2 2 6 4 6 7 4 " " "MATRIX START" 2 2 2 4 NA "1994" 2 "1997" 5 "0" 4 "0" "Section Start" "MATRIX START" 3 1 4 2 2 1 3 4 3 4 2 1 4 4 3 1 3 3 1 4 1 2 4 3 4 3 1 2 2 4 3 4 3 2 4 4 3 3 4 3 "Section Start" "MATRIX START" 4 3 6 3 5 4 5 3 5 1 "Section Start" "MATRIX START" 5 4 3 6 4 3 7 5 2 2 2 4 NA 2 NA NA 2.5 5 9 5 9 12 11 15 19 17 100 48 25 33 8 10 11 10 12 7 30000 4 4 2 1 2 2 3 1 2 1 2 4 3 1 1 1 1 5 5 4 5 7 2 1 1 1 21 1 1 8 183 13 19 1.42596810933941 1.0787037037037 0.644646924829157 3.14931873787227
1571098 "--" "30th Sep 2015 12:21 pm" "30th Sep 2015 12:33 pm" "11 minutes, 49 seconds" "81.145.242.203" " " "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "559c3e04fdf99b32b55f2d8a" "Section Start" 1 32 "British" 222 222 7 " " "Section Start" 3 NA "--" 1 6 2 " " 6 1 " " 1 1 1 2 2 3 2 8 7 4 " " "MATRIX START" 3 3 2 5 NA "2002" 2 "2006" 5 "0" 4 "0" "Section Start" "MATRIX START" 2 3 1 1 4 2 2 1 1 2 1 1 2 4 1 3 2 4 2 3 4 2 2 3 4 1 2 1 4 4 2 4 4 2 3 4 1 1 1 3 "Section Start" "MATRIX START" 5 6 4 5 4 3 2 3 3 1 "Section Start" "MATRIX START" 2 4 5 2 1 2 7 5 3 3 2 5 NA 2 NA NA 3.25 5 12 7 16 6 13 8 13 8 84 27 32 40 10 4 9 6 11 5 30000 2 3 3 1 3 1 3 3 2 1 4 3 1 1 1 1 4 2 3 5 5 7 3 1 1 1 20 1 1 8 18 9 18 1.42596810933941 3.0787037037037 -2.35535307517084 2.14931873787227
1571394 "--" "30th Sep 2015 2:20 pm" "30th Sep 2015 2:26 pm" "6 minutes, 49 seconds" "95.210.114.127" "https://www.prolific.ac/submissions/560be1db01c38a000a769376" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "55a8c9cbfdf99b33d8aff9b1" "Section Start" 1 24 "British" 222 222 7 " " "Section Start" NA NA "--" NA NA NA " " NA 1 " " 2 1 7 1 2 6 3 5 7 4 " " "MATRIX START" 3 3 4 NA NA "2009" 3 "2014" 5 "2015" 4 "2015" "Section Start" "MATRIX START" 2 3 1 2 1 2 3 2 2 2 1 2 3 4 3 2 4 4 3 2 2 2 4 3 3 3 4 3 3 2 2 2 2 1 2 4 2 4 4 3 "Section Start" "MATRIX START" 5 4 4 5 5 5 5 3 3 4 "Section Start" "MATRIX START" 6 4 4 3 5 5 5 2 3 3 4 NA NA 3 NA NA 3.33333333333333 5 9 10 8 8 12 12 12 9 79 29 31 30 8 9 9 6 9 11 30000 2 3 2 1 1 1 3 1 2 2 2 1 2 3 3 1 1 4 3 3 5 4 NA NA NA NA 20 NA NA 8 NA 16 18 1.42596810933941 0.0787037037037033 0.644646924829157 2.14931873787227
1605495 "--" "4th Nov 2015 8:43 am" "4th Nov 2015 8:51 am" "8 minutes, 17 seconds" "194.75.203.106" "https://www.prolific.ac/submissions/5639c5c4be9cac0005aaa82c" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "5639c203be9cac000aaaa1ca" "Section Start" 1 24 "British" 222 222 7 " " "Section Start" 3 NA "--" 3 2 1 " " 5 3 " " 1 3 1 2 2 3 2 4 5 2 " " "MATRIX START" 3 4 4 NA NA "2010" 6 NA 5 NA 4 NA "Section Start" "MATRIX START" 3 2 2 3 1 1 4 3 1 3 3 2 2 4 3 2 4 2 3 2 2 2 4 3 3 2 2 3 4 3 2 3 1 3 3 4 2 2 3 2 "Section Start" "MATRIX START" 4 4 5 4 4 3 5 1 4 1 "Section Start" "MATRIX START" 5 3 2 1 5 1 7 5 3 4 4 NA NA NA NA NA 3.66666666666667 2 10 8 9 11 9 13 15 13 87 39 27 35 9 9 12 8 11 7 30000 3 4 1 1 1 3 3 1 2 2 3 3 1 2 2 1 2 4 4 5 7 7 3 1 1 1 14 1 1 8 38 11 12 -0.574031890660592 -0.921296296296297 -2.35535307517084 -3.85068126212773
1570978 "--" "30th Sep 2015 11:51 am" "30th Sep 2015 12:00 pm" "8 minutes, 37 seconds" "85.159.130.216" "http://www.prolific.ac/submissions/560bbf1001c38a00127697e5" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "555a3e90fdf99b10ecc8713a" "Section Start" 1 36 "British" 222 222 7 " " "Section Start" 2 NA "--" 17 10 3 " " 4 2 " " 1 4 5 2 2 3 6 3 5 1 " " "MATRIX START" 9 9 9 9 9 "n/a" 6 "n/a" 5 "n/a" 4 "n/a" "Section Start" "MATRIX START" 1 2 1 2 1 2 2 2 1 4 1 1 3 4 2 4 3 3 4 2 2 2 3 2 3 3 2 1 3 3 2 4 2 1 3 2 1 1 1 1 "Section Start" "MATRIX START" 4 2 4 3 4 2 4 2 4 3 "Section Start" "MATRIX START" 2 2 2 3 3 2 2 3 NA NA NA NA NA NA NA NA NA 1 8 10 14 5 12 7 16 12 81 33 30 31 10 10 10 9 9 12 30000 3 3 3 1 2 2 3 2 3 2 2 3 2 2 1 3 4 6 5 6 6 5 2 1 1 1 13 1 1 8 214 20 11 -0.574031890660592 -1.9212962962963 -2.35535307517084 -4.85068126212773
1605899 "--" "4th Nov 2015 1:06 pm" "4th Nov 2015 1:15 pm" "9 minutes, 12 seconds" "2.97.99.72" "https://www.prolific.ac/submissions/563a034cbe9cac000faaa481" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "56100d727ffc8a0005811338" "Section Start" 1 39 "British" 222 222 7 " " "Section Start" 8 NA "--" 15 0 2 " " 1 5 " " 1 1 2 2 3 7 4 9 9 6 " " "MATRIX START" 9 9 9 9 9 "n/a" 6 "n/a" 5 "n/a" 1 "2004" "Section Start" "MATRIX START" 1 4 1 2 2 2 2 1 1 4 1 3 3 4 3 4 4 4 3 2 1 4 4 3 4 2 2 1 4 4 3 2 4 3 1 4 1 1 2 1 "Section Start" "MATRIX START" 3 6 5 6 2 5 2 5 2 1 "Section Start" "MATRIX START" 7 1 3 6 7 6 1 3 NA NA NA NA NA NA NA 1 NA 4 11 7 12 7 13 8 14 5 76 26 31 20 6 4 8 4 9 6 50000 1 3 3 1 1 1 1 1 2 1 3 3 1 1 3 1 3 2 2 3 3 7 8 0 0 0 28 0 0 8 180 13 25 3.42596810933941 4.0787037037037 1.64464692482916 9.14931873787227
1571296 "--" "30th Sep 2015 1:30 pm" "30th Sep 2015 1:40 pm" "10 minutes, 0 seconds" "194.168.34.105" "https://www.prolific.ac/submissions/560bd62001c38a000576949e" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "55a3e08bfdf99b6e3fff845e" "Section Start" 1 43 "Indian" 222 222 8 " " "Section Start" 2 NA "--" 12 11 1 " " 3 5 " " 1 1 3 3 2 6 3 6 7 4 " " "MATRIX START" 3 3 NA NA NA "English" 2 "2005" 5 " " 1 "Business" "Section Start" "MATRIX START" 3 2 3 2 3 2 3 2 1 2 1 2 3 4 3 1 4 2 3 2 3 2 3 4 4 4 2 1 3 3 3 3 2 1 4 3 1 1 4 2 "Section Start" "MATRIX START" 5 2 5 5 5 4 5 1 5 5 "Section Start" "MATRIX START" 2 6 5 1 2 6 7 5 3 3 NA NA NA 2 NA 1 3 5 13 9 6 7 9 10 14 14 81 35 31 46 9 11 12 8 8 8 30000 3 3 2 1 1 3 3 2 1 1 1 3 2 2 2 2 1 6 3 4 7 3 2 1 1 1 21 1 1 2 155 13 19 1.42596810933941 1.0787037037037 0.644646924829157 3.14931873787227
1592687 "--" "22nd Oct 2015 7:42 pm" "22nd Oct 2015 7:52 pm" "10 minutes, 11 seconds" "86.9.46.205" "http://www.prolific.ac/submissions/56292e8ec8ffc2001251361a" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "55c4e759fdf99b502faeeeb4" "Section Start" 1 45 "British" 222 222 8 " " "Section Start" 5 NA "--" 0 6 1 " " 1 4 " " 1 1 1 1 1 5 1 3 2 2 " " "MATRIX START" 2 4 6 NA NA "1989" 6 "0" 5 "0" 4 "0" "Section Start" "MATRIX START" 2 3 1 2 2 2 3 2 2 3 1 1 3 2 2 1 4 3 1 2 3 4 2 3 3 3 4 4 4 3 2 3 2 3 3 1 2 3 2 2 "Section Start" "MATRIX START" 2 3 4 4 5 4 5 2 3 4 "Section Start" "MATRIX START" 4 5 3 2 6 6 6 4 2 4 6 NA NA NA NA NA 4 2 10 13 10 13 8 10 11 10 88 34 31 38 6 10 10 7 9 4 10000 2 3 2 3 1 2 1 3 2 2 2 1 1 2 2 4 3 5 4 4 6 4 5 0 0 0 11 0 0 2 6 6 10 -3.57403189066059 -1.9212962962963 -0.355353075170843 -5.85068126212773
1573714 "--" "2nd Oct 2015 3:07 am" "2nd Oct 2015 3:17 am" "10 minutes, 12 seconds" "216.53.142.3" "https://www.prolific.ac/submissions/560de72154221f001035e1ec" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "558d326efdf99b495c3dd459" "Section Start" 1 24 "British" 222 222 8 " " "Section Start" 6 NA "--" 1 10 1 " " 6 3 " " 1 1 1 1 2 8 1 5 6 4 " " "MATRIX START" 2 2 2 2 2 "2007" 2 "2012" 5 "N/a" 4 "N/a" "Section Start" "MATRIX START" 1 3 4 3 2 2 2 2 2 2 1 3 3 1 3 3 3 4 3 1 3 3 4 2 3 2 3 2 4 4 3 4 3 1 3 4 1 1 1 1 "Section Start" "MATRIX START" 2 5 5 5 2 4 3 1 4 3 "Section Start" "MATRIX START" 5 3 5 5 5 3 4 5 2 2 2 2 2 2 NA NA 2 5 14 6 15 12 12 7 12 9 86 33 32 27 6 6 12 7 7 4 30000 2 3 3 4 2 1 2 1 3 2 3 2 1 1 1 1 4 3 3 4 7 5 6 0 0 1 21 1 0 2 22 7 19 0.425968109339408 0.0787037037037033 2.64464692482916 3.14931873787227
1573510 "--" "1st Oct 2015 8:15 pm" "1st Oct 2015 8:26 pm" "10 minutes, 24 seconds" "86.167.91.186" "https://www.prolific.ac/submissions/560d86bc54221f001235e231" "860645, || 860646, || 860647, 860648, 860649, 860650, 860651, 860652, || 860654, 860656, 860657, 860659, 860660, 860662, 860663, 860664, 860665, 860770, 860772, 860771, 860773, 860774, 860666, 860668, (860669, 860670, 860671, 860672, 860673, ) 860674, 860675, 860676, 860677, 860678, 860679, 860680, || 860709, (860710, 860711, 860712, 860713, 860714, 860715, 860716, 860717, 860718, 860719, 860720, 860721, 860722, 860723, 860724, 860725, 860726, 860727, 860728, 860729, 860730, 860731, 860732, 860733, 860734, 860735, 860736, 860737, 860738, 860739, 860740, 860741, 860742, 860743, 860744, 860745, 860746, 860747, 860748, 860749, ) || 860750, (860751, 860752, 860753, 860754, 860755, 860756, 860757, 860758, 860759, 860760, ) || 860761, (860762, 860763, 860764, 860765, 860766, 860767, 860768, 860769, ) ||" "73465 || 73466 || 73467 || 73468 || 73470 || 73471 || 73472 ||" "Previous Participation || Prolific ID || Demographics || Professional Standing || Personality1 || Personality2 || Personality3" "Section Start" 1 "Section Start" "55f1e45f32af7400121701f8" "Section Start" 1 29 "British" 222 222 8 " " "Section Start" 3 NA "--" 2 0 1 " " 4 2 " " 1 1 2 2 2 7 2 7 7 6 " " "MATRIX START" 2 2 3 NA NA "2004" 2 "2008" 5 "N/A" 1 "2009" "Section Start" "MATRIX START" 2 2 1 2 2 1 2 3 3 4 1 1 3 4 1 1 4 3 1 3 1 1 3 3 3 3 2 3 4 4 1 3 3 1 3 2 1 2 4 3 "Section Start" "MATRIX START" 5 3 3 2 5 2 6 2 5 2 "Section Start" "MATRIX START" 5 3 5 2 3 3 6 6 2 2 3 NA NA 2 NA 1 2.33333333333333 4 7 10 9 7 11 9 18 12 86 37 28 35 11 11 9 11 11 6 30000 3 4 3 1 1 2 4 2 2 2 2 3 1 1 2 3 1 5 6 6 6 6 3 1 1 1 23 1 1 2 24 10 21 1.42596810933941 2.0787037037037 1.64464692482916 5.14931873787227
